titulo,texto
id,164
Código,7.10.03
Código SIARS,8.12
Nome abreviado,Rácio despesa quinolonas e antibiót. prescritos
Designação,"Rácio entre a despesa com quinolonas e antibióticos prescritos (pelo PVP, a utentes do SNS)"
Objetivo,"Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa com quinolonas"""
Descrição do Indicador,"Indicador que exprime a proporção da despesa com quinolonas, face à despesa total com antibióticos prescritos (PVP), no mercado SNS, em ambulatório.
Numerador: Despesa com quinolonas prescritas.
Denominador: Despesa com antibióticos prescritas."
Regras de cálculo,"NUMERADOR (AA):
Despesa com quinolonas prescritas (PVP), durante o período em análise, a utentes do SNS (exclui subsistemas) inscritos na unidade de observação.
DENOMINADOR (BB):
Despesa com antibióticos prescritos (PVP), durante o período em análise, a utentes do SNS (exclui subsistemas) inscritos na unidade de observação."
Período em Análise,"INDICADOR CALCULADO PELO MÉTODO DE ""PERÍODO EM ANÁLISE FIXO""
- Numerador: Duração de 1 a 12 meses. Tem início a 1 de janeiro do ano em curso e termina na data de referência do indicador.
- Denominador: Duração de 1 a 12 meses. Tem início a 1 de janeiro do ano em curso e termina na data de referência do indicador."
Fórmula,AA / BB x 100
Unidade de medida,%
Output,Proporção de despesa
Estado do indicador,Descontinuado em Dezembro de 2016
Área | Subárea | Dimensão,---
Intervalo Aceitável,---
Intervalo Esperado,---
Tipo de Indicador,Processo
Área clínica,Transversal
Inclusão de utentes no indicador,Utentes utilizadores durante o período em análise
Prazo para Registos,5 dias
