titulo,texto
id,425
Código,5.45.02
Código SIARS,2019.425.01
Nome abreviado,"Prop. crianças [0; 6[A, c/ ""aval. elegib. p/ BCG"""
Designação,"Proporção de crianças com idade inferior a 6 anos, com avaliação de elegibilidade para vacinação com BCG"
Objetivo,Monitorizar o cumprimento do Programa Nacional de Vacinação (PNV) e da Norma nº 010/2018 de 17/04/2018 da DGS nos utentes com inscrição ativa e idade inferior a 6 anos.
Descrição do Indicador,"Indicador que exprime a proporção de utentes com idade inferior a 6 anos, sem vacina de BCG, com avaliação de elegibilidade para BCG efetuada antes dos 6 anos de idade.
Numerador: Contagem de utentes inscritos com idade inferior a 6 anos, com avaliação de elegibilidade para BCG efetuada antes dos 6 anos de idade.
Denominador: Contagem de utentes inscritos com idade inferior a 6 anos, sem BCG."
Regras de cálculo,"NUMERADOR (AA):
Contagem de utentes em que a expressão [A e B] é verdadeira:
A. Todas as condições enunciadas para o denominador.
B. Pelo menos uma avaliação de elegibilidade de BCG, registada no máximo até ao dia anterior ao da realização do 6º aniversário (ver alínea B de OBSERVAÇÕES GERAIS).
DENOMINADOR (BB):
Contagem de utentes em que a expressão [A e B e C e D e E e F] é verdadeira:
A. Com [
inscrição ativa
] na unidade de saúde na data de referência do indicador.
B. Com idade compreendida no intervalo [0; 6 anos[ (idade inferior a 6 anos) na data de referência do indicador.
C. Com data de igual ou nascimento posterior a 1-7-2016 (ver alínea D de OBSERVAÇÕES GERAIS).
D. Com [
Inscrição ativa
] na unidade de saúde em observação, durante pelo menos 6 meses do 6º ano de vida da criança.
E. Residência em Portugal (ver alínea A de OBSERVAÇÕES GERAIS).
F. Sem registo de vacina de BCG nem registo de cicatriz vacinal (ver vacinas equivalentes com código
[BCG]
), durante o intervalo [0; 6[ anos (ver alínea C de OBSERVAÇÕES GERAIS)."
Observações Gerais,"A. A residência é verificada no RNU à data de referência do indicador. São excluídos do denominador (e consequentemente do numerador), os utentes residentes no estrangeiro.
B. A norma 010/2018 da DGS, refere que é prioritário aproveitar todas as oportunidades para avaliar e reavaliar os critérios de risco (crianças elegíveis para vacinação com BCG) de todas as crianças com idade inferior a 6 anos de idade, em todos os contactos com os serviços de saúde. Nesta circunstância, está em observação, pelo menos uma avaliação de elegibilidade documentada nas crianças com idade igual ou inferior a 6 anos.
C. As vacinas foram registadas no SINUS até 2016. Ao longo do ano de 2017, foi feita uma migração progressiva da informação e da possibilidade de registo para o Registo de Saúde Electrónico Vacinas (RSE Vacinas). O SIARS lê a informação histórica do SINUS e a atual do RSE Vacinas. Contabilizam-se todas as vacinas registadas, independentemente do titular do registo pertencer ou não à unidade de saúde.
D. Em 29/06/2016 foi publicada pela DGS a norma nº 006/2016 relativa à estratégia de vacinação contra a tuberculose com a vacina BCG. Só são consideradas para análise no denominador as crianças com data de nascimento posterior à data de publicação da referida norma (07/2016)."
Observações Sobre Software,"SCLÍNICO - PERFIL DE ENFERMAGEM:
A. O registo actual de todas as vacinas é efetuado através do SClínico, no RSE Vacinas, em ""Registar Inoculação"".
B. O registo da avaliação de elegibilidade para vacinação com vacina BCG é efetuado através do SClínico, no RSE Vacinas, em ""Mais acções"" > ""Avaliação Elegibilidade BCG"".
MEDICINEONE:
A. O registo de todas as vacinas é efetuado através do acesso ao RSE Vacinas.
B. O registo da avaliação de elegibilidade para vacinação com vacina BCG é efetuado através do acesso ao RSE Vacinas. No RSE Vacinas estes dados são documentados em ""Mais acções"" > ""Avaliação Elegibilidade BCG""."
Período em Análise,"INDICADOR CALCULADO PELO MÉTODO DE ""PERÍODO EM ANÁLISE FLUTUANTE""
- Numerador (variável ""avaliação de elegibilidade para BCG""): O período em análise situa-se entre o nascimento e o dia anterior ao do 6º aniversário da criança.
- Denominador (variável ""inscrição ativa""): Avaliada na data de referência do indicador e durante todo o 6º ano de vida da criança.
- Denominador (variável ""idade""): Avaliada na data de referência do indicador: crianças cuja idade pertence ao intervalo tem [6, 7[ anos.
- Denominador (variável ""residência""): Coincidente com a data de referência do indicador.
- Denominador (variável ""registo da inoculação de BCG""): O período em análise situa-se entre o nascimento e o dia anterior ao do 6º aniversário da criança."
Fórmula,AA / BB x 100
Unidade de medida,%
Output,Proporção de crianças
Estado do indicador,Com dados desde Dezembro de 2019
Área | Subárea | Dimensão,---
Intervalo Esperado,---
Intervalo Aceitável,---
Tipo de Indicador,Processo
Área clínica,Saúde Infantil e Juvenil
Inclusão de utentes no indicador,Utentes inscritos à data de referência do indicador
Prazo para Registos,5 dias
