titulo,texto
ID,177
Código,2.05.02
Código SIARS,8.9
Nome abreviado,Percent. de DM2 com compromisso de vigilância
Designação,Percentagem utentes com diabetes tipo 2 com compromisso de vigilância
Objetivo,"Monitorizar o programa de diabetes. Parâmetro ""utentes com diabetes tipo 2 vigiados na unidade de saúde""."
Descrição do Indicador,"Indicador que exprime a proporção de utentes com diabetes, com compromisso de vigilância da diabetes face ao número de utentes com diabetes identificados.
Numerador: Contagem de utentes inscritos com diabetes tipo 2 assinalados como vigiados no programa de diabetes.
Denominador: Contagem de utentes inscritos com diabetes tipo 2 no grupo etário [18; 76[ anos."
Regras de cálculo,"NUMERADOR (AA):
Contagem de utentes em que a expressão [A e B] é verdadeira:
A. Todas as condições enunciadas para o denominador.
B. Ter compromisso de vigilância no programa da diabetes.
DENOMINADOR (BB):
Contagem de utentes em que a expressão [A e B e C] é verdadeira:
A. Com [
inscrição ativa
] durante pelo menos um dia do período em análise.
B. Na data de referência do indicador, o diagnóstico de Diabetes Mellitus tipo 2 (rubrica da ICPC-2 T90) encontra-se na lista de problemas, com o estado de ""ativo"".
C. Com idade compreendida no intervalo [18; 76[ anos."
Período em Análise,"INDICADOR CALCULADO PELO MÉTODO DE ""PERÍODO EM ANÁLISE FIXO""
- Numerador (variável ""registo de vigilância no programa de diabetes""): Coincidente com a data de referência do indicador.
- Denominador (variável ""inscrição ativa""): Duração de 1 a 12 meses. Tem início a 1 de janeiro do ano em curso e termina na data de referência do indicador.
- Denominador (variável ""idade""): A 31 de dezembro do ano em curso tem [18, 77[ anos."
Fórmula,AA / BB x 100
Unidade de medida,%
Output,Proporção de utentes com Diabetes Mellitus
Estado do indicador,Descontinuado em Dezembro de 2014
Área | Subárea | Dimensão,---
Intervalo Aceitável,---
Intervalo Esperado,---
Tipo de Indicador,Estrutura
Área clínica,Diabetes Mellitus
Inclusão de utentes no indicador,Utentes inscritos em pelo menos um dia do período em análise
Prazo para Registos,5 dias
