titulo,texto
id,34
Código,6.27
Código SIARS,2013.034.01
Nome abreviado,"Proporção obesos >=14A, c/ cons. vigil. obesid. 2A"
Designação,"Proporção de utentes obesos e com idade igual ou superior a 14 anos, a quem foi realizada consulta de vigilância de obesidade nos últimos 2 anos"
Objetivo,"Monitorizar o programa de saúde juvenil e de adultos. Parâmetro ""consulta de vigilância de obesidade""."
Descrição do Indicador,"Indicador que exprime a proporção de utentes obesos e com idade igual ou superior a 14 anos com consulta de vigilância de obesidade registada nos últimos 2 anos.
Numerador: Contagem de utentes inscritos obesos com idade igual ou superior a 14 anos e com consulta de vigilância de obesidade registada nos últimos 2 anos.
Denominador: Contagem de utentes inscritos obesos com idade igual ou superior a 14 anos."
Regras de cálculo,"NUMERADOR (AA):
Contagem de utentes em que a expressão [A e (B ou C)] é verdadeira:
A. Todas as condições enunciadas para o denominador.
B. Ter pelo menos 1 consulta médica de vigilância da obesidade, em 24 meses (ver alínea A de OBSERVAÇÕES GERAIS).
C. Ter pelo menos 1 consulta de enfermagem de vigilância da obesidade, em 24 meses (ver alínea B de OBSERVAÇÕES GERAIS).
DENOMINADOR (BB):
Contagem de utentes em que a expressão [A e B e C] é verdadeira:
A. Com [
inscrição ativa
] na unidade de saúde na data de referência do indicador.
B. Ter idade igual ou superior a 14 anos (medida na data de referência do indicador quando o cálculo é do tipo ""período em análise flutuante"" e a 31 de dezembro do ano em curso, quando o cálculo é do tipo ""período em análise fixo"").
C. Na data de referência do indicador, o diagnóstico de obesidade (rubrica da ICPC-2 T82) encontra-se na lista de problemas, com o estado de ""ativo""."
Observações Gerais,"A. Para se contabilizar uma [Consulta Médica de Vigilância] em obesidade, é necessário que os registos sejam compatíveis com um dos seguintes conceitos de [consulta]:
-
C003
| Consulta médica de vigilância - SClínico
-
C009
| Consulta médica de vigilância - MedicineOne
Nota: Nas normas
C003
e
C009
, o código ICPC-2 específico de obesidade, que pode ser usado para a classificar como ""problema de saúde da consulta"" é o T82.
B. Para se considerar uma [Consulta de Enfermagem de Vigilância] em obesidade, é necessária a existência de registos compatíveis com um dos seguintes conceitos de [consulta]:
-
C006.9
| Consulta de enfermagem de vigilância relacionada com obesidade - [SClínico (Perfil Enfermagem)]
-
C012
| Consulta de enfermagem de vigilância - MedicineOne
Nota 1: Os códigos CIPE associados a [diagnóstico de enfermagem] e [intervenção de enfermagem] não são específicos de nenhum programa ou área de vigilância. No entanto, entende-se que existe um conjunto de diagnósticos e intervenções altamente frequentes e caracterizadores da consulta de vigilância relacionada com a obesidade, que passam a ser utilizados para caracterizar este tipo de consulta de vigilância e disponíveis em
Diagnósticos e intervenções de enfermagem codificados pela CIPE - Obesidade
.
Nota 2: Na norma
C012
, o código ICPC-2 específico de obesidade, que pode ser usado para a classificar como ""problema de saúde da consulta"" é o T82."
Observações Sobre Software,"MEDICINEONE:
A. O diagnóstico de obesidade pode estar inserido quer na [lista de problemas] quer na [lista de outros problemas]. O diagnóstico necessita estar classificado como ""ativo"" e não ter sido classificado como ""inválido""."
Período em Análise,"INDICADOR CALCULADO PELO MÉTODO DE ""PERÍODO EM ANÁLISE FLUTUANTE""
- Numerador (variáveis ""consulta médica"" e ""consulta de enfermagem""): Duração de 24 meses, terminando na data de referência do indicador.
- Denominador (variável ""obesidade na lista de problemas""): Coincidente com a data de referência do indicador.
- Denominador (variável ""idade""): na data de referência do indicador, tem [14, +INF[ anos.
INDICADOR CALCULADO PELO MÉTODO DE ""PERÍODO EM ANÁLISE FIXO""
- Numerador (variáveis ""consulta médica"" e ""consulta de enfermagem""): Duração de 13 a 24 meses. Tem início a 1 de janeiro do ano N-1 e termina na data de referência do indicador.
- Denominador (variável ""obesidade na lista de problemas""): Coincidente com a data de referência do indicador.
- Denominador (variável ""idade""): A 31 de dezembro do ano em curso tem [14, +INF[ anos."
Fórmula,AA / BB x 100
Unidade de medida,%
Output,Proporção de utentes
Estado do indicador,Com dados desde Dezembro de 2012
Área | Subárea | Dimensão,Desempenho | Gestão da Saúde | Saúde do Adulto
Intervalo Esperado,"Ano de 2023: [72; 100]
Ano de 2024: [72; 100]
Ano de 2025: [72; 100]"
Intervalo Aceitável,"Ano de 2023: [60; 100]
Ano de 2024: [55; 100]
Ano de 2025: [55; 100]"
Tipo de Indicador,Processo
Área clínica,Transversal
Inclusão de utentes no indicador,Utentes inscritos à data de referência do indicador
Prazo para Registos,5 dias
