titulo,texto
id,403
Código,5.36.01
Código SIARS,2018.403.01
Nome abreviado,Prop. fumad. c/ interv. breve que foram medicados
Designação,"Proporção de utentes fumadores, com idade igual ou superior a 15 anos e com registo de aconselhamento por intervenção breve, medicados com terapêutica farmacológica no último ano"
Objetivo,Monitorizar frequência de utilização de terapêutica farmacológica na cessação tabágica.
Descrição do Indicador,"Indicador que exprime a proporção de utentes fumadores, com idade igual ou superior a 15 anos e com registo de aconselhamento por [intervenção breve], medicados com terapêutica farmacológica no último ano.
Numerador: Contagem de utentes fumadores, com idade igual ou superior a 15 anos e com registo de aconselhamento por [intervenção breve], medicados com terapêutica farmacológica no último ano.
Denominador: Contagem de utentes fumadores com idade igual ou superior a 15 anos com pelo menos uma [intervenção breve] relacionada com tabagismo e marcação de ""dia D"" no último ano."
Regras de cálculo,"NUMERADOR (AA):
Contagem de utentes em que a expressão [A e B] é verdadeira:
A. Todas as condições enunciadas para o denominador.
B. Existe pelo menos um registo de medicação de terapêutica com de nicotina, bupropiom, vareniclina ou citisiniclina, nos 12 meses que antecedem a data de referência do indicador (ver alíneas E e G de OBSERVAÇÕES GERAIS).
DENOMINADOR (BB):
Contagem de utentes em que a expressão [A e B e C] é verdadeira:
A. Com [
inscrição ativa
] na unidade de saúde na data de referência do indicador.
B. Ter idade igual ou superior a 15 anos (ver alínea F de OBSERVAÇÕES GERAIS).
C. Existe pelo menos uma [intervenção breve] relacionada com tabagismo, realizada por qualquer médico, 
interno ou enfermeiro da unidade de saúde, cujo registo de resposta à questão 
""Pretende fazer uma tentativa nos próximos 30 dias?"" no separador [Avaliar] foi efetuado nos 12 meses que antecedem o período em análise, 
e a resposta a essa questão é ""sim"" (ver alíneas A, B, C e D de OBSERVAÇÕES GERAIS)."
Observações Gerais,"A. O registo de intervenções breves e muito breves relacionadas com o tabagismo faz-se em módulo próprio, disponível para médicos e enfermeiros, existente no SClínico.
B. Existe registo de uma [intervenção breve] ou de uma [intervenção muito breve] quando o profissional de saúde executa registos durante o período em análise, que cumprem as condições de pelo menos um dos 7 ""algoritmos"" especificados na tabela seguinte:
COD
COD_A
Dia D
Acompanhar
Descritivo
Condição
Tipo Intervenção
INT01
--
Não
Não
Utente refere 
        já se encontrar em abstinência tabágica e o profissional de saúde regista isso em campo próprio do sistema de informação..
(Válido para indicadores com data de referência igual ou superior a janeiro 2023)
A condição [A ou B] é 
        verdadeira:
A. O profissional registou ""não"" na questão ""Fuma atualmente?"";
B. O campo ""nº de cigarros dia"" ficou preenchido com 0 (zero).
n.a.
INT02
AA
Não
Não
Utente refere 
        ""não"" pretender parar de fumar e o profissional de saúde faz uma abordagem através da metodologia dos AA: [Abordar], [Aconselhar].
A condição [A e B e C e D] é 
        verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""não"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O registo referido na alínea C foi efetuado durante o período em análise.
Notas
1. Os registos avaliados no separador [Abordar] são os seguintes:
a) Resposta à questão ""Fuma atualmente"";
b) Resposta à questão ""Alguma vez fumou"";
c) Preenchimento do campo ""ano de início do consumo"" ou ""nº de anos de consumo"";
d) Preenchimento do campo ""nº de cigarros dia"";
2. A [carga tabágica] em unidades-maço-ano (UMA), deve ser calculada de forma 
        automática.
Muito breve
INT03
AR
Não
Não
Utente refere pretender parar de fumar e o profissional 
        ""referência"" o utente para uma intervenção intensiva no ACES ou em ambiente 
        hospitalar. É efetuada uma abordagem do tipo AR: [Abordar], [Referenciar].
A condição [A e B e C e D e (E ou F ou G ou H)] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O registo referido na alínea C foi efetuado durante o período em análise.
E. Existe pelo menos um registo de referenciação para [consulta intensiva de 
        tabagismo] no ACES, realizado durante o período em análise.
F. Existe pelo menos um registo de referenciação para consulta de hospitalar em 
        que o diagnóstico principal codificado é tabagismo (código ICPC-2 P17), 
        realizado durante o período em análise.
G. Não existe registo no separador [Avaliar], ou seja, não existe resposta à questão 
		""Pretende fazer uma tentativa nos próximos 30 dias?""
H. Não existe registo no separador [Apoiar].
Muito breve
INT04
AAAAA
Sim
Sim
Utente tem a intenção de parar de fumar nos 30 dias seguintes e 
        o profissional de saúde faz uma abordagem através da metodologia dos 5 A: 
        [Abordar], [Aconselhar], [Avaliar], [Apoiar] e [Acompanhar]
A condição [A e 
        B e C e D e E e F e G] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O utente responde ""sim"" à questão ""Pretende fazer uma tentativa nos próximos 
        30 dias?"", registada no separador [Avaliar].
E. Existe registo de ""dia D"" no separador [apoiar] e a data de criação desse 
        registo ocorreu no período em análise
F. Existe registo de resposta à questão [abstinência (sim/não)], do separador 
        [acompanhar] realizado até 7 dias depois da data definida como ""dia D""
(critério válido para indicadores com data de referência até dezembro 2022)
.
F. Existe registo de resposta à questão [abstinência (sim/não)], do separador 
        [acompanhar] realizado até 40 dias depois da data definida como ""dia D""
((critério válido para indicadores com data de referência igual ou superior a janeiro 2023).
.
G. O registo referido na alínea F foi efetuado durante o período em análise.
Breve
INT05
AAAA0
Sim
Não
Utente tem a intenção de parar de fumar nos 30 dias seguintes e 
        o profissional de saúde faz uma abordagem através da metodologia dos 4 A: 
        [Abordar], [Aconselhar], [Avaliar] e [Apoiar]
A condição [A e B e C e D e 
        E e F] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O utente responde ""sim"" à questão ""Pretende fazer uma tentativa nos próximos 
        30 dias?"", registada no separador [Avaliar].
E. Existe registo de ""dia D"" no separador [apoiar] e a data de criação desse 
        registo ocorreu no período em análise
F. Não existe registo de resposta à questão [abstinência (sim/não)], do 
        separador [acompanhar] realizado até 7 dias depois da data definida como 
        ""dia D"" e registado durante o período em análise
(critério válido para indicadores com data de referência até dezembro 2022)
. Ver nota 1.
F. Não existe registo de resposta à questão [abstinência (sim/não)], do 
        separador [acompanhar] realizado até 40 dias depois da data definida como 
        ""dia D"" e registado durante o período em análise
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
. Ver nota 1.
Notas:
1. A ausência de registos no separador ""Acompanhar"", pode resultar do facto do 
        utente ter faltado à consulta agendada para fazer o acompanhamento após o ""dia 
        D"", se ter tornado incontactável, ou simplesmente porque o dia D é demasiado 
        próximo do fim do período em análise para que esse acompanhamento possa ainda 
        ser registado para ser lido no indicador.
Breve
INT06
AAAA5R
Não
Não
Utente tem a intenção de parar de fumar mas responde que ""não"" o 
        pretende fazer nos 30 dias seguintes. O profissional de saúde faz uma abordagem  
        motivacional guiada pela metodologia dos 5R: [Relevância], [Riscos], 
        [Recompensas], [Resistências] e [Repetição].
Efetuaou também os regstos relacionados com [Abordar], [Aconselhar], [Avaliar] e [Apoiar].
A condição [A e B e C e D e 
        E e F] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O utente responde ""não"" à questão ""Pretende fazer uma tentativa nos próximos 
        30 dias?"", registada no separador [Avaliar].
E. Existe registo de realização de uma abordagem motivacional guiada pela 
        metodologia dos 5R: [Relevância], [Riscos], [Recompensas], [Resistências] e 
        [Repetição], assinalando pelo menos uma das 5 ""
checkboxes
"" associadas no separador [Apoiar].
F. O registo referido na alínea E foi efetuado durante o período em análise.
Breve
INT07
AAAA1M
Não
Não
Utente tem a intenção de parar de fumar mas responde que 
            ""talvez"" o pretenda fazer nos 30 dias seguintes. O profissional de saúde faz uma 
            abordagem motivacional orientada para a resposta.
Efetuaou também os regstos relacionados com [Abordar], [Aconselhar], [Avaliar] e [Apoiar].
A condição [A e B e C e D e 
            E e F] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
            fumar?"", registada no separador [Aconselhar].
D. O utente responde ""talvez"" à questão ""Pretende fazer uma tentativa nos 
            próximos 30 dias?"", registada no separador [Avaliar].
E. Existe registo de realização de uma abordagem motivacional assinalando a 
            checkbox respetiva no separador [Apoiar].
F. O registo referido na alínea E foi efetuado durante o período em análise.
Breve
C. Não são incluídos no denominador utentes com [intervenção muito breve].
D. Se um utente tiver mais do que uma [intervenção breve] registada no período em análise, é apenas contabilizado 1 vez no denominador.
E. O utente cumpre a alínea B do numerador caso tenha pelo menos um registo ao longo dos 12 meses que antecedem a data de referência do indicador em que o profissional de saúde (ou o sistema de informação) tenham registado as ""
checkboxes
"" associadas ao ""N"" (terapêutica de nicotina) ou ao ""B"" (bupropiom) ou ao ""V"" (vareniclina) ou ao ""C"" (citisiniclina ou citisina). Adicionalmente são também considerados no numerador os utentes em que existam registos de prescrição na PEM/BDNP de um dos referidos DCI e que esses registos tenham ocorrido com o(s) código(s) de local de prescrição da unidade funcional.
F. A idade deve ser medida em relação à data de referência do indicador.
G. De forma a evitar falsos positivos no numerador devido a prescrições de alguns tipos de fármacos para outras indicações terapêuticas dos mesmos, restringe-se o período válido para as prescrições entre:
- [inicio] - A data de registo da primeira intervenção breve que faz com que o doente seja incluído na alínea C do denominador;
- [fim] - A menor das datas seguintes: (1) A [data de referência do indicador] ou (2) uma data de recaída posterior a [início] e anterior a [fim do período em análise]."
Observações Sobre Software,"SClínico:
A. Os hábitos tabágicos podem ser registados na [ficha individual] e nos diversos módulos de programas de saúde ([diabetes], [hipertensão], [planeamento familiar], [saúde materna] e [tabagismo]).
Podem ser usados os seguintes campos:
1. Campo ""Tabaco"" no grupo ""Hábitos"", que tem os seguintes itens para escolha: Sim; Não; Sem preenchimento. No módulo de ""tabagismo"" o campo correspondente tem o descritivo ""Fuma atualmente?"". O SCLÍNICO regista as datas em que os profissionais de saúde procedem a alterações a este campo.
2. Campo ""Tabaco"" no grupo ""Consultas"". Campo usado para registar o nº de [cigarros por dia] que o doente consome na data em que é feito o registo.
3. Campo ""Carga tabágica"" no grupo ""Consultas"". Campo usado para registar o nº unidades-maço-ano (UMA) calculadas na data em que é feito o registo.
SCLÍNICO - PERFIL DE ENFERMAGEM:
A. O registo normalizado da informação de hábitos tabágicos é efetuado através da intervenção de enfermagem ""Monitorizar uso de tabaco"" (9001128). A intervenção de enfermagem está associada ao foco de atenção ""Uso de tabaco"" e encontra-se disponível no painel atividades diagnóstico e/ou no mapa de cuidados (caso já tenha sido incluída no plano de cuidados em consulta anterior). A intervenção referida permite registar o nº unidades-maço-ano (UMA) calculadas na data em que é feito o registo.
MEDICINEONE:
A. Os hábitos tabágicos são registados no módulo de hábitos. O registo de utente ""sem hábitos tabágicos"" faz-se colocando um 0 (zero) no campo da quantidade."
