titulo,texto
id,369
Código,3.36.01
Código SIARS,2017.369.01
Nome abreviado,Proporção de consultas não presenciais na UCC
Designação,Proporção de consultas não presenciais na UCC
Objetivo,Monitorizar o acesso dos utentes a consultas não presenciais e caracterizar a atividade das UCC
Descrição do Indicador,"Exprime a proporção de consultas não presenciais realizadas pelos profissionais da UCC.
Numerador: Contagem de consultas não presenciais realizadas pelos profissionais da UCC.
Denominador: Contagem de consultas presenciais e não presenciais realizadas pelos profissionais da UCC."
Regras de cálculo,"NUMERADOR (AA):
Contagem de consultas em que a expressão [A e B] é verdadeira:
A. Todas as condições enunciadas para o denominador.
B. Do tipo não presencial (ver alínea C de OBSERVAÇÕES GERAIS).
DENOMINADOR (BB):
Contagem de consultas em que a expressão [A e B e C e D] é verdadeira:
A. Realizadas por profissionais da UCC (médicos, enfermeiros ou outros profissionais de saúde nos cuidados de saúde primários). Ver alínea A de OBSERVAÇÕES GERAIS e OBSERVAÇÕES SOBRE SOFTWARE.
B. Realizadas nos 12 meses que antecedem a data de referência do indicador.
C. Do tipo presencial ou não presencial (ver alínea B de OBSERVAÇÕES GERAIS).
D. Que tenham como alvo um utente (exclui consultas a comunidades)."
Observações Gerais,"A. Para que uma consulta seja considerada como pertencente a uma UCC, o profissional de saúde deve efetuar essa consulta associando-a à UCC em questão (ver OBSERVAÇÕES SOBRE SOFTWARE).
B. As consultas contabilizadas no denominador são dos tipos seguintes:
-
C001
| Consulta médica não presencial - SClínico:
-
C002
| Consulta médica presencial - SClínico
-
C004
| Consulta de enfermagem sem a presença do utente (indireta) - SClínico
-
C005
| Consulta de enfermagem com a presença do utente (direta) - SClínico
-
C019
| Consulta de ""outro profissional"" sem a presença do utente (indireta) - SClínico
-
C020
| Consulta de ""outro profissional"" com a presença do utente (direta) - SClínico
As consultas médicas de vigilância, com o código
C003
são um subconjunto das presenciais (
C002
), pelo que também são contabilizadas.
As consultas de enfermagem de vigilância, com o código
C006
são um subconjunto das presenciais (
C005
), pelo que também são contabilizadas.
As consultas médicas no domicílio são um subconjunto das presenciais (
C002
), pelo que também são contabilizadas.
As consultas de enfermagem no domicílio são um subconjunto das presenciais (
C005
), pelo que também são contabilizadas.
C. As consultas contabilizadas no numerador são dos tipos seguintes:
-
C001
| Consulta médica não presencial - SClínico:
-
C004
| Consulta de enfermagem sem a presença do utente (indireta) - SClínico
-
C019
| Consulta de ""outro profissional"" sem a presença do utente (indireta) - SClínico"
Observações Sobre Software,"SClínico:
A. A associação de uma consulta a uma UCC é efetuada no momento da credenciação inicial. Quando um profissional tem acesso a mais do que uma unidade de saúde deve escolher especificamente a UCC a sua atividade fique associada a esta unidade de saúde.
B. As ""consultas médicas não presenciais"" são criadas no SINUS através da opção ""contacto indirecto"" e essa definição não é alterável no SClínico.
C. O [SClínico perfil de enfermagem], permite a caracterização da consulta presencial ou não presencial, através da caracterização de ""local de contacto"" no momento a abertura de contacto.
Os locais específicos elegíveis para caracterizar uma consulta não presencial são:
- Contacto telefónico;
- Contacto por carta;
- Não presencial;
- E-mail.
Na versão mais recente do [SClínico (Perfil Enfermagem)], vigente a partir de novembro de 2020, para classificar uma [consulta] ou um [ato de enfermagem] como [indireto / sem a presença do utente], é necessário assinalar a checkbox [contacto não presencial] e um dos seguintes itens em [Meios de realização não presencial]:
- [Email, chat, SMS ou outros canais digitais de texto]
- [Telefone ou telemóvel]
- [Videochamada]
Todos os outros ""locais de contacto"" disponíveis no SClínico são elegíveis para caracterizar uma consulta presencial.
OUTROS SOFTWARES CLÍNICOS:
Indicador apenas calculado para UCC com SClínico. Não calculado para UCC com MedicineOne. Nos ACES que tenham UCC a usar diversos tipos de software, o resultado deste indicador para o ACES apenas comporta dados das respetivas UCC a usar SClínico. O GestCare nunca é fonte de dados para este indicador."
Período em Análise,"INDICADOR CALCULADO PELO MÉTODO DE ""PERÍODO EM ANÁLISE FLUTUANTE""
- Numerador (variável ""consultas""): Duração de 12 meses, terminando na data de referência do indicador.
- Denominador (variável ""consultas""): Duração de 12 meses, terminando na data de referência do indicador."
Fórmula,AA / BB x 100
Unidade de medida,%
Output,Proporção de consultas
Estado do indicador,Com dados desde Janeiro de 2017
Área | Subárea | Dimensão,Desempenho | Acesso | Distribuição da Atividade
Intervalo Esperado,"Ano de 2023: [10; 25]
Ano de 2024: [10; 25]"
Intervalo Aceitável,"Ano de 2023: [6; 30]
Ano de 2024: [6; 30]"
Tipo de Indicador,Estrutura
Área clínica,Transversal
Inclusão de utentes no indicador,Utentes utilizadores durante o período em análise
Prazo para Registos,5 dias
