titulo,texto
id,108
Código,3.15.05
Código SIARS,3.15
Nome abreviado,Taxa de utilização global de consultas
Designação,Taxa de utilização global de consultas
Objetivo,Avaliar o acesso a consultas médicas pela população inscrita.
Descrição do Indicador,"Indicador que exprime a proporção de utentes inscritos que tiveram consulta médica, de qualquer tipo, no período em análise.
Numerador: Contagem de utentes inscritos com pelo menos uma consulta médica presencial ou não presencial nos últimos 12 meses.
Denominador: Contagem de utentes inscritos."
Regras de cálculo,"NUMERADOR (AA):
Contagem de utentes em que a expressão [A e B] é verdadeira:
A. Todas as condições enunciadas para o denominador.
B. Ter pelo menos uma consulta médica, presencial ou não presencial, nos últimos 12 meses.
DENOMINADOR (BB):
Contagem de utentes em que a expressão [A] é verdadeira:
A. Ter [
inscrição ativa
] na unidade de saúde, durante pelo menos um dia dos 12 meses que antecedem a data de referência do indicador."
Período em Análise,"INDICADOR CALCULADO PELO MÉTODO DE ""PERÍODO EM ANÁLISE FIXO""
- Numerador: Duração de 1 a 12 meses. Tem início a 1 de janeiro do ano em curso e termina na data de referência do indicador.
- Denominador: Duração de 1 a 12 meses. Tem início a 1 de janeiro do ano em curso e termina na data de referência do indicador."
Fórmula,AA / BB x 100
Unidade de medida,%
Output,Proporção de utentes
Estado do indicador,Com dados desde Dezembro de 2009
Área | Subárea | Dimensão,---
Intervalo Aceitável,---
Intervalo Esperado,---
Tipo de Indicador,Processo
Área clínica,Transversal
Inclusão de utentes no indicador,Utentes inscritos em pelo menos um dia do período em análise
Prazo para Registos,5 dias
