titulo,texto
ID,082
Código,8.04.01
Código SIARS,2013.082.01
Nome abreviado,Número UCs PF (ativ. específ.)
Designação,Número de unidades de contratualização relacionadas com vigilância em planeamento familiar nas mulheres em idade fértil (atividades específicas)
Objetivo,"Monitorizar o programa de planeamento familiar e cálculo do número de UCs a pagar mensalmente aos médicos das USF modelo B por ""atividades específicas""."
Descrição do Indicador,"Score que exprime o número de unidades de contratualização relacionadas com vigilância adequada em planeamento familiar nas mulheres em idade fértil (atividades específicas).
Numerador: Produto entre o [número de mulheres em idade fértil com acompanhamento adequado relacionado com ""planeamento familiar""] e o [fator de ponderação 1].
Denominador: Contagem de médicos da unidade."
Regras de cálculo,"MULHERES EM IDADE FÉRTIL COM ACOMPANHAMENTO ADEQUADO EM PF (AA):
Contagem de utentes em que a expressão [A e B e C e D e (E ou F ou G)] é verdadeira:
A. Ser mulher.
B. Ter idade pertencente ao intervalo [15; 50[ anos (ver alínea E de OBSERVAÇÕES GERAIS).
C. Ter [
inscrição ativa
] na unidade de saúde, válida durante pelo menos um dia dos 12 meses que antecedem a data de referência do indicador (ver comentários sobre PERÍODO EM ANÁLISE).
D. Ter pelo menos uma consulta médica de PF realizada por qualquer médico ou interno da unidade de saúde, nos últimos 12 meses (ver alínea A de OBSERVAÇÕES GERAIS).
E. Para mulheres com idades entre [25, 50[ anos, ter pelo menos um registo de resultado de colpocitologia
em lâmina
, nos últimos 36 meses (ver alíneas B, C, D e E de OBSERVAÇÕES GERAIS).
F. Para mulheres com idades entre [25, 50[ anos, ter pelo menos um resultado de colpocitologia
em meio líquido
nos últimos 5 anos (ver alíneas C, D, E e G de OBSERVAÇÕES GERAIS).
G. Para mulheres com idades entre [25, 50[ anos, ter pelo menos um resultado
pesquisa de DNA do HPV por PCR
nos últimos 5 anos (ver alíneas H e I de OBSERVAÇÕES GERAIS).
CONTAGEM DE MÉDICOS (BB):
A. Número de médicos de família que constituem a equipa, na data de referência do indicador (ver alínea F de OBSERVAÇÕES GERAIS)."
Observações Gerais,"A. Para se considerar uma [Consulta Médica de Vigilância] de PF, é necessário que os registos sejam compatíveis com um dos seguintes conceitos de [consulta]:
-
C003
| Consulta médica de vigilância - SClínico
-
C009
| Consulta médica de vigilância - MedicineOne
Nota: Nas normas
C003
e
C009
, os códigos ICPC-2 específicos de saúde reprodutiva e planeamento familiar, que podem ser usados para o classificar como ""problema de saúde da consulta"" são W10, W11, W12, W13, W14, W15.
B. O código da tabela de MCDT convencionados válido para registar ""colpocitologias em lâmina"" é o seguinte:
- [Exame citológico cervico-vaginal], código 008.6, área B. Código da tabela de preços do SNS: 30510.
C. Para que uma colpocitologia seja contabilizada deve ter um resultado.
D. A data que deve ser usada para verificar se a copocitologia está ou não dentro do período em análise é a ""data de realização"". O resultado deve ser preenchido, no máximo até 30 dias após o fim do período em análise.
E. A idade deve ser medida em relação à data de referência do indicador quando o cálculo é do tipo ""período em análise flutuante"" e em relação a 31 de dezembro do ano em curso, quando o cálculo é do tipo ""período em análise fixo"".
F. O número de médicos a contabilizar quando a unidade de observação é uma USF é o que se encontra no documento de candidatura ou no último documento oficial publicado onde se especifique o nº de lugares no quadro para a equipa médica. Se um médico se encontra a meio tempo, conta meia unidade para esta variável. Se uma unidade de saúde possui um ou vários médicos com ausências de longa duração, esses médicos são contabilizados. Quando a unidade de observação é uma UCSP, o número de médicos é o que constar do respetivo mapa de pessoal. Quando a unidade de observação é o próprio médico, a variável assume o valor 1 ou 0,5 respetivamente para médicos a tempo inteiro ou a meio tempo. Quando a unidade de observação é o ACES, a variável é igual ao somatório dos médicos das respetivas USF e UCSP (contabilizadas de acordo com as regras acima discriminadas).
G. O código da tabela de MCDT convencionados válido para registar ""colpocitologias em meio líquido"" é o seguinte:
- [Exame citológico cervico-vaginal com processamento automatizado em camada fina], código 012.4, área B. Código da tabela de preços do SNS: 30650.
F. O código da tabela de MCDT do SNS válido para registar ""pesquisa de DNA do HPV por PCR"" é o seguinte:
- [Genotipagem HPV por métodos PCR], código 31760, tabela de Anatomia Patológica (Portaria das tabelas de preços do SNS).
G. O teste de [pesquisa de DNA do HPV por PCR], está a ser usado em programas de rastreio comunitários regionais, não sendo um exame comparticipado. A colheita é efetuada através de um esfregaço do colo do útero depositado em meio líquido (e não em lâmina). O protocolo do rastreio apenas prevê a realização de colpocitologia nas situações em que o resultado do teste de tipagem HPV é positivo."
Observações Sobre Software,"SCLÍNICO - PERFIL MÉDICO:
A. Os resultados da ""colpocitologia em lâmina"" devem ser registados no módulo de MCDT.
B. O exame B012.4 (colpocitologia em meio líquido) não pode ser prescrito, pois não é comparticipado. Apenas o seu resultado pode ser registado. O registo é efetuado no módulo de MCDT. O código deste exame na tabela de preços do SNS é o 30650.
C. O exame [Pesquisa de DNA por PCR, cada PCR] também deve ser registado no módulo de MCDT.
D. Os resultados dos exames de rastreio podem ser consultados (mas não registados) nos módulos de ""planeamento familiar"" e ""rastreio oncológico"".
MEDICINEONE:
A. Para que sejam contabilizados neste indicador, as colpocitologias podem ser registadas quer no módulo de MCDT quer no módulo de Rastreio Oncológico.
B. O resultado da colpocitologia pode ser registado quer em formato de texto, quer em formato parametrizado, quer em formato multimédia.
C. O exame B012.4 (colpocitologia em meio líquido) não pode ser prescrito, pois não é comparticipado. Apenas o seu resultado pode ser registado."
