titulo,texto
ID,400
Código,7.26.02
Código SIARS,2018.400.01
Nome abreviado,Prop. fumad. em abst. tabág. 3 meses após dia D
Designação,"Proporção de utentes fumadores e idade igual ou superior a 15 anos, que mantêm abstinência aos 3 meses após ""dia D"" (abordagem do tipo intervenção breve)"
Objetivo,"Monitorizar a efetividade (utente deixa de fumar) e a eficiência (nº de vezes que o utente deixa de fumar aos 3 meses por cada intervenção breve realizada) dos serviços de saúde dos cuidados de saúde primários na promoção da cessação tabágica.
Apoiar processos de governação clínica que possam conduzir à diminuição do consumo de tabaco nos utentes inscritos nas unidades funcionais.
Promover a realização de intervenções breves relacionadas com tabagismo."
Descrição do Indicador,"Indicador que exprime a proporção de utentes fumadores e idade igual ou superior a 15 anos, que se mantêm em abstinência tabágica 3 meses após a data combinada para o ""dia D"" (em abordagem do tipo [intervenção breve]).
Numerador: Contagem de utentes fumadores e idade igual ou superior a 15 anos, que se mantêm em abstinência tabágica 3 meses após a data combinada para o ""dia D"" (em abordagem do tipo [intervenção breve]).
Denominador: Contagem de utentes fumadores com idade igual ou superior a 15 anos com pelo menos uma [intervenção breve] relacionada com tabagismo e marcação de ""dia D""."
Regras de cálculo,"NUMERADOR (AA):
Contagem de utentes em que a expressão [A e (B ou C)] é verdadeira:
A. Todas as condições enunciadas para o denominador.
B. Existe pelo menos um registo de ""tempo abstinência"" no separador [Acompanhar] com valor superior ou igual a 3 meses (90 dias), 
registado no mínimo 85 dias após a data do ""dia D"" e no máximo até à data de referência do indicador (ver alíneas F, H e I de OBSERVAÇÕES GERAIS).
C. Existe pelo menos um registo de ""tempo de recaída"" no separador [Acompanhar] com valor superior ou igual a 3 meses (90 dias), 
registado no mínimo 85 dias após a data do ""dia D"" e no máximo até à data de referência do indicador (ver alíneas G, H e I de OBSERVAÇÕES GERAIS).
DENOMINADOR (BB):
Contagem de utentes em que a expressão [A e B e C] é verdadeira:
A. Com [
inscrição ativa
] na unidade de saúde na data de referência do indicador.
B. Ter idade igual ou superior a 15 anos (ver alínea J de OBSERVAÇÕES GERAIS).
C. Existe pelo menos uma [intervenção breve] relacionada com tabagismo, realizada por qualquer médico, 
interno ou enfermeiro da unidade de saúde, com ""dia D"" compreendido entre os meses N-16 e N-5 (N é o mês de referência do indicador). Ver alíneas A, B, C, D, E e K de OBSERVAÇÕES GERAIS."
Observações Gerais,"A. O registo de intervenções breves e muito breves relacionadas com o tabagismo faz-se em módulo próprio, disponível para médicos e enfermeiros, existente no SClínico.
B. Existe registo de uma [intervenção breve] ou de uma [intervenção muito breve] quando o profissional de saúde executa registos durante o período em análise, que cumprem as condições de pelo menos um dos 7 ""algoritmos"" especificados na tabela seguinte:
COD
COD_A
Dia D
Acompanhar
Descritivo
Condição
Tipo Intervenção
INT01
--
Não
Não
Utente refere 
        já se encontrar em abstinência tabágica e o profissional de saúde regista isso em campo próprio do sistema de informação..
(Válido para indicadores com data de referência igual ou superior a janeiro 2023)
A condição [A ou B] é 
        verdadeira:
A. O profissional registou ""não"" na questão ""Fuma atualmente?"";
B. O campo ""nº de cigarros dia"" ficou preenchido com 0 (zero).
n.a.
INT02
AA
Não
Não
Utente refere 
        ""não"" pretender parar de fumar e o profissional de saúde faz uma abordagem através da metodologia dos AA: [Abordar], [Aconselhar].
A condição [A e B e C e D] é 
        verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""não"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O registo referido na alínea C foi efetuado durante o período em análise.
Notas
1. Os registos avaliados no separador [Abordar] são os seguintes:
a) Resposta à questão ""Fuma atualmente"";
b) Resposta à questão ""Alguma vez fumou"";
c) Preenchimento do campo ""ano de início do consumo"" ou ""nº de anos de consumo"";
d) Preenchimento do campo ""nº de cigarros dia"";
2. A [carga tabágica] em unidades-maço-ano (UMA), deve ser calculada de forma 
        automática.
Muito breve
INT03
AR
Não
Não
Utente refere pretender parar de fumar e o profissional 
        ""referência"" o utente para uma intervenção intensiva no ACES ou em ambiente 
        hospitalar. É efetuada uma abordagem do tipo AR: [Abordar], [Referenciar].
A condição [A e B e C e D e (E ou F ou G ou H)] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O registo referido na alínea C foi efetuado durante o período em análise.
E. Existe pelo menos um registo de referenciação para [consulta intensiva de 
        tabagismo] no ACES, realizado durante o período em análise.
F. Existe pelo menos um registo de referenciação para consulta de hospitalar em 
        que o diagnóstico principal codificado é tabagismo (código ICPC-2 P17), 
        realizado durante o período em análise.
G. Não existe registo no separador [Avaliar], ou seja, não existe resposta à questão 
		""Pretende fazer uma tentativa nos próximos 30 dias?""
H. Não existe registo no separador [Apoiar].
Muito breve
INT04
AAAAA
Sim
Sim
Utente tem a intenção de parar de fumar nos 30 dias seguintes e 
        o profissional de saúde faz uma abordagem através da metodologia dos 5 A: 
        [Abordar], [Aconselhar], [Avaliar], [Apoiar] e [Acompanhar]
A condição [A e 
        B e C e D e E e F e G] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O utente responde ""sim"" à questão ""Pretende fazer uma tentativa nos próximos 
        30 dias?"", registada no separador [Avaliar].
E. Existe registo de ""dia D"" no separador [apoiar] e a data de criação desse 
        registo ocorreu no período em análise
F. Existe registo de resposta à questão [abstinência (sim/não)], do separador 
        [acompanhar] realizado até 7 dias depois da data definida como ""dia D""
(critério válido para indicadores com data de referência até dezembro 2022)
.
F. Existe registo de resposta à questão [abstinência (sim/não)], do separador 
        [acompanhar] realizado até 40 dias depois da data definida como ""dia D""
((critério válido para indicadores com data de referência igual ou superior a janeiro 2023).
.
G. O registo referido na alínea F foi efetuado durante o período em análise.
Breve
INT05
AAAA0
Sim
Não
Utente tem a intenção de parar de fumar nos 30 dias seguintes e 
        o profissional de saúde faz uma abordagem através da metodologia dos 4 A: 
        [Abordar], [Aconselhar], [Avaliar] e [Apoiar]
A condição [A e B e C e D e 
        E e F] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O utente responde ""sim"" à questão ""Pretende fazer uma tentativa nos próximos 
        30 dias?"", registada no separador [Avaliar].
E. Existe registo de ""dia D"" no separador [apoiar] e a data de criação desse 
        registo ocorreu no período em análise
F. Não existe registo de resposta à questão [abstinência (sim/não)], do 
        separador [acompanhar] realizado até 7 dias depois da data definida como 
        ""dia D"" e registado durante o período em análise
(critério válido para indicadores com data de referência até dezembro 2022)
. Ver nota 1.
F. Não existe registo de resposta à questão [abstinência (sim/não)], do 
        separador [acompanhar] realizado até 40 dias depois da data definida como 
        ""dia D"" e registado durante o período em análise
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
. Ver nota 1.
Notas:
1. A ausência de registos no separador ""Acompanhar"", pode resultar do facto do 
        utente ter faltado à consulta agendada para fazer o acompanhamento após o ""dia 
        D"", se ter tornado incontactável, ou simplesmente porque o dia D é demasiado 
        próximo do fim do período em análise para que esse acompanhamento possa ainda 
        ser registado para ser lido no indicador.
Breve
INT06
AAAA5R
Não
Não
Utente tem a intenção de parar de fumar mas responde que ""não"" o 
        pretende fazer nos 30 dias seguintes. O profissional de saúde faz uma abordagem  
        motivacional guiada pela metodologia dos 5R: [Relevância], [Riscos], 
        [Recompensas], [Resistências] e [Repetição].
Efetuaou também os regstos relacionados com [Abordar], [Aconselhar], [Avaliar] e [Apoiar].
A condição [A e B e C e D e 
        E e F] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
        fumar?"", registada no separador [Aconselhar].
D. O utente responde ""não"" à questão ""Pretende fazer uma tentativa nos próximos 
        30 dias?"", registada no separador [Avaliar].
E. Existe registo de realização de uma abordagem motivacional guiada pela 
        metodologia dos 5R: [Relevância], [Riscos], [Recompensas], [Resistências] e 
        [Repetição], assinalando pelo menos uma das 5 ""
checkboxes
"" associadas no separador [Apoiar].
F. O registo referido na alínea E foi efetuado durante o período em análise.
Breve
INT07
AAAA1M
Não
Não
Utente tem a intenção de parar de fumar mas responde que 
            ""talvez"" o pretenda fazer nos 30 dias seguintes. O profissional de saúde faz uma 
            abordagem motivacional orientada para a resposta.
Efetuaou também os regstos relacionados com [Abordar], [Aconselhar], [Avaliar] e [Apoiar].
A condição [A e B e C e D e 
            E e F] é verdadeira:
A. O utente é fumador.
B. O profissional preencheu os todos os registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência até dezembro 2022)
.
B. O profissional preencheu pelo menos 1 dos registos do separador [Abordar] referidos na nota 1 em INT01
(critério válido para indicadores com data de referência igual ou superior a janeiro 2023)
.
C. O utente responde ""sim"" à questão ""Quer fazer uma tentativa para deixar de 
            fumar?"", registada no separador [Aconselhar].
D. O utente responde ""talvez"" à questão ""Pretende fazer uma tentativa nos 
            próximos 30 dias?"", registada no separador [Avaliar].
E. Existe registo de realização de uma abordagem motivacional assinalando a 
            checkbox respetiva no separador [Apoiar].
F. O registo referido na alínea E foi efetuado durante o período em análise.
Breve
C. Não são incluídos no denominador utentes com [intervenção muito breve].
D. O período em análise do denominador tem uma duração de 12 meses mas não termina na data de referência do indicador. Termina 5 meses antes e também se inicia 16 meses antes. Esta operação é executada com o objetivo de garantir a existência de pelo menos 5 meses após o ""dia D"" para uma consulta de acompanhamento onde seja possível registo de um ""tempo de abstinência"" ou de um ""tempo de recaída"" igual ou superior a 90 dias.
Assim, se o indicador tiver como data de referência a 31 de dezembro de 2017, entram para o denominador os utentes com ""dia D"" entre o dia 1 de agosto de 2016 e 31 de julho de 2017.
E. Se um utente tiver mais do que uma [intervenção breve] registada no período em análise, com ""dia D"" compreendido entre o mês N-16 e o mês N-5 (mês N é o mês de referência do indicador), é apenas contabilizado 1 vez no denominador.
F. O registo de ""tempo de abstinência"", para ser válido para a alínea B do numerador deve cumprir as condições seguintes:
1. O valor registado deve ser igual ou superior a 90.
2. A data do seu registo ser posterior em pelo menos 85 dias à data do ""dia D"".
3. O seu registo ter ocorrido no máximo até à data de referência do indicador.
Nota: Se o registo aplicacional for apenas de ""abstinência"", sem registo de um valor numérico, contabiliza-se o tempo decorrido entre o ""dia D"" e a data de registo de ""abstinência"".
G. O registo de ""tempo de recaída"", para ser válido para a alínea C do numerador deve cumprir as condições seguintes:
1. O valor registado deve ser igual ou superior a 90.
2. A data do seu registo ser posterior em pelo menos 85 dias à data do ""dia D"".
3. O seu registo ter ocorrido no máximo até à data de referência do indicador.
H. Se ao longo dos 12 meses de análise do denominador for possível identificar mais do que uma [intervenção breve] com registo do dia D, o utente é contabilizado apenas 1 vez para o numerador (caso cumpra as respetivas condições).
I. O utente cumpre a alínea B do numerador caso cumpra as condições ai referidas, independentemente de terem ou não sido registadas ""datas de recaída"" entre o dia D e do dia de registo do tempo de abstinência com ""90"" ou mais dias.
J. A idade dos utentes deve ser medida em relação à data de referência do indicador.
K. Para que a alínea C do denominador seja verdadeira, é necessário que o registo do ""dia D"" e a [intervenção breve] que origina esse registo, ocorram no intervalo [D - 60; D + 90], ou seja, que o ""dia D"" só possa ser contabilizado se for registado para a frente no máximo até 60 dias e para trás no máximo até 90 dias."
Observações Sobre Software,"SClínico:
A. Os hábitos tabágicos podem ser registados na [ficha individual] e nos diversos módulos de programas de saúde ([diabetes], [hipertensão], [planeamento familiar], [saúde materna] e [tabagismo]).
Podem ser usados os seguintes campos:
1. Campo ""Tabaco"" no grupo ""Hábitos"", que tem os seguintes itens para escolha: Sim; Não; Sem preenchimento. No módulo de ""tabagismo"" o campo correspondente tem o descritivo ""Fuma atualmente?"". O SCLÍNICO regista as datas em que os profissionais de saúde procedem a alterações a este campo.
2. Campo ""Tabaco"" no grupo ""Consultas"". Campo usado para registar o nº de [cigarros por dia] que o doente consome na data em que é feito o registo.
3. Campo ""Carga tabágica"" no grupo ""Consultas"". Campo usado para registar o nº unidades-maço-ano (UMA) calculadas na data em que é feito o registo.
SCLÍNICO - PERFIL DE ENFERMAGEM:
A. O registo normalizado da informação de hábitos tabágicos é efetuado através da intervenção de enfermagem ""Monitorizar uso de tabaco"" (9001128). A intervenção de enfermagem está associada ao foco de atenção ""Uso de tabaco"" e encontra-se disponível no painel atividades diagnóstico e/ou no mapa de cuidados (caso já tenha sido incluída no plano de cuidados em consulta anterior). A intervenção referida permite registar o nº unidades-maço-ano (UMA) calculadas na data em que é feito o registo.
MEDICINEONE:
A. Os hábitos tabágicos são registados no módulo de hábitos. O registo de utente ""sem hábitos tabágicos"" faz-se colocando um 0 (zero) no campo da quantidade."
